Instruction,Input,Output,materi,question_id,Template,correct_answer
Write an algorithm for linear search in Python.,"List: [1, 3, 8, 10, 15, 20, 25]
Number to search: 15","def linear_search(list, n):
  i = 0
  while i < len(list):
    if list[i] == n:
      return i
    i = i+1
  return -1

list = [1, 3, 8, 10, 15, 20, 25]
n = 15
index = linear_search(list, n)
print(""Number found at index:"", index)",Control Structure,4565,"def linear_search(list, n):
  i = 0
  while ___ < len(list):
    if list[i] == n:
      return i
    i = i+1
  return -1

list = [1, 3, 8, 10, 15, 20, 25]
n = 15
index = linear_search(list, n)
print(""Number found at index:"", index)",i
Write a Python program to generate recurrence equation for a given sequence and initial condition.,"[2, 4, 6, 8], 2","def generate_recurrence(sequence, initial_condition): 
 if len(sequence) <= 1: 
 return initial_condition 
 
 a_i = sequence[-1] 
 a_i_1 = sequence[-2] 
 recurrence = a_i + initial_condition - a_i_1 
 return recurrence

result = generate_recurrence([2, 4, 6, 8], 2)
print(result)",Control Structure,4655,"def generate_recurrence(sequence, initial_condition): 
 if ___(sequence) <= 1: 
 return initial_condition 
 
 a_i = sequence[-1] 
 a_i_1 = sequence[-2] 
 recurrence = a_i + initial_condition - a_i_1 
 return recurrence

result = generate_recurrence([2, 4, 6, 8], 2)
print(result)",len
Create a Python program to check if a number is an Armstrong number.,number = 153,"def isArmstrong(number): 
	
	num = number 
	length = len(str(number)) 
	sum_of_the_power_of_digits = 0 

	while num > 0:
		rem = num % 10 
		sum_of_the_power_of_digits = sum_of_the_power_of_digits +  np.power(rem, length)
		num //= 10
		
	if (sum_of_the_power_of_digits == number) : 
		return True 
	else : 
		return False",Control Structure,4698,"def isArmstrong(number): 
	
	num = number 
	length = len(str(number)) 
	sum_of_the_power_of_digits = 0 

	while ___ > 0:
		rem = num % 10 
		sum_of_the_power_of_digits = sum_of_the_power_of_digits +  np.power(rem, length)
		num //= 10
		
	if (sum_of_the_power_of_digits == number) : 
		return True 
	else : 
		return False",num
Design an algorithm in Python to check if an integer is even or odd.,n = 5,"def check_number(n):
    if n%2==0:
        return ""Even""
    else:
        return ""Odd""

check_number(5) 
# Output: Odd",Control Structure,4752,"def check_number(n):
    if ___%2==0:
        return ""Even""
    else:
        return ""Odd""

check_number(5) 
# Output: Odd",n
Generate a python code for an algorithmic solution for the following problem:,"Given a list A and a number X, determine whether or not there exist two elements in A whose sum is exactly X.","def is_sum_possible(A, X): 
    n = len(A) 
    # create an empty hash set
    s = set() 
  
    for i in range(n): 
        temp = X - A[i]  
        if temp >= 0 and temp in s: 
            return True 
        s.add(A[i])  
  
    return False",Control Structure,4848,"def is_sum_possible(A, X): 
    n = len(A) 
    # create an empty hash set
    s = set() 
  
    for ___ in range(n): 
        temp = X - A[i]  
        if temp >= 0 and temp in s: 
            return True 
        s.add(A[i])  
  
    return False",i
Build a Python generator that yields the next power of 2 for a given number.,4,"def nextPowerOf2Generator(n): 
    power = 1
    while True: 
        pow_val = power * 2
        yield pow_val 
        power = pow_val 
  
n = 4

for i in nextPowerOf2Generator(n):
    if i > n:
        print(i)
        break",Control Structure,4902,"def nextPowerOf2Generator(n): 
    power = 1
    while ___: 
        pow_val = power * 2
        yield pow_val 
        power = pow_val 
  
n = 4

for i in nextPowerOf2Generator(n):
    if i > n:
        print(i)
        break",True
Generate a Python program that takes an input of a number and checks if it is prime.,7,"def is_prime(num):
    if num == 2:
        return True
    elif num < 2 or not all(num % i for i in range(2, num)):
        return False
    return True

num = 7
result = is_prime(num)
print(result)",Control Structure,4916,"def is_prime(num):
    if ___ == 2:
        return True
    elif num < 2 or not all(num % i for i in range(2, num)):
        return False
    return True

num = 7
result = is_prime(num)
print(result)",num
Create a Python script which inputs a sentence and performs POS tagging and letter count for the text using NLTK library.,This is an example sentence.,"import nltk

sentence = 'This is an example sentence.'
words = nltk.word_tokenize(sentence)
tagged_words = nltk.pos_tag(words)

letter_count = 0
for word in words:
 letter_count += len(word)

print('POS Tags: ', tagged_words)
print('Letter Count: ', letter_count)",Control Structure,4973,"import nltk

sentence = 'This is an example sentence.'
words = nltk.word_tokenize(sentence)
tagged_words = nltk.pos_tag(words)

letter_count = 0
for ___ in words:
 letter_count += len(word)

print('POS Tags: ', tagged_words)
print('Letter Count: ', letter_count)",word
Write a Python program to automatically generate the HTML for a table from a dictionary of data.,"d = {""col1"": [""A"", ""B"", ""C""],
""col2"": [2, 4, 6],
""col3"": [3, 5, 7]}","html_str = '<table><tr>'

for key in d:
 html_str += '<th>{}</th>'.format(key)
html_str += '</tr>'

for i in range(len(d['col1'])):
 html_str += '<tr>'
 for key in d:
 html_str += '<td>{}</td>'.format(d[key][i])
 html_str += '</tr>'

html_str += '</table>'

print(html_str)",Control Structure,5034,"html_str = '<table><tr>'

for ___ in d:
 html_str += '<th>{}</th>'.format(key)
html_str += '</tr>'

for i in range(len(d['col1'])):
 html_str += '<tr>'
 for key in d:
 html_str += '<td>{}</td>'.format(d[key][i])
 html_str += '</tr>'

html_str += '</table>'

print(html_str)",key
Create a block of code for a Python program to generate a multiplication table for a given number.,num = 6,"# Create a multiplication table for a given number
num = 6

# Loop to generate the table
for i in range(1, 11):
  print(f'{num} x {i} = {num * i}')",Control Structure,5041,"# Create a multiplication table for ___ given number
num = 6

# Loop to generate the table
for i in range(1, 11):
  print(f'{num} x {i} = {num * i}')",a
Create a web application in Python that displays a directory structure tree for a given path.,/home/myUser/myFolder,"import os

def make_tree(path): 
 files = os.listdir(path) 
 for f in files: 
     full_path = os.path.join(path, f) 
     if os.path.isdir(full_path): 
         print(f) 
         make_tree(full_path) 
     else: 
         print("" -"" + f) 
  
path = '/home/myUser/myFolder' 
make_tree(path)",Control Structure,5047,"import os

def make_tree(path): 
 files = os.listdir(path) 
 for ___ in files: 
     full_path = os.path.join(path, f) 
     if os.path.isdir(full_path): 
         print(f) 
         make_tree(full_path) 
     else: 
         print("" -"" + f) 
  
path = '/home/myUser/myFolder' 
make_tree(path)",f
Write a Python code to determine if the user has enough money in the account for a given transaction.,"balance = 200
amount = 50","def enough_balance(balance, amount):
    if amount > balance:
        return False
    return True

if __name__ == '__main__':
    print(enough_balance(balance, amount))",Control Structure,5070,"def enough_balance(balance, amount):
    if ___ > balance:
        return False
    return True

if __name__ == '__main__':
    print(enough_balance(balance, amount))",amount
Optimize the python code below for memory efficiency.,"my_list = []
for i in range(20):
    my_list.append(i**2)",my_list = [i**2 for i in range(20)],Control Structure,5080,my_list = [i**2 for ___ in range(20)],i
Rewrite the following python code to be more concise while still producing the same output.,"for i in range(10):
 for j in range(10):
 print(""------------"")","for i in range(10):
 print(""------------\n""*10)",Control Structure,5089,"for ___ in range(10):
 print(""------------\n""*10)",i
"Use the inputs provided, write Python code to check if two integers are equal.","First Integer: 10
Second Integer: 10","if int(10) == int(10):
    print(""The two integers are equal"")
else:
    print(""The two integers are not equal"")",Control Structure,5097,"if ___(10) == int(10):
    print(""The two integers are equal"")
else:
    print(""The two integers are not equal"")",int
Generate a Python program that can verify if a given sentence is correct or misspelled.,"The sentence: ""This is my new computer""","import re

def spell_check(sentence):
  words = re.findall(r'\w+', sentence)
  for word in words:
    if not word.lower() in dict:
        return False
  return True

sentence = ""This is my new computer""
result = spell_check(sentence)
if result:
    print('Correct spelling')
else:
    print('Incorrect spelling')",Control Structure,5106,"import re

def spell_check(sentence):
  words = re.findall(r'\w+', sentence)
  for ___ in words:
    if not word.lower() in dict:
        return False
  return True

sentence = ""This is my new computer""
result = spell_check(sentence)
if result:
    print('Correct spelling')
else:
    print('Incorrect spelling')",word
Write a Python code snippet for comparing two strings regardless of their case. You should use regular expressions.,"String 1: ""Hello""
String 2: ""heLLo""","import re

string1 = ""Hello""
string2 = ""heLLo""

if re.search(string1.lower(), string2.lower()):
 print(""Strings are equal regardless of case."")",Control Structure,5222,"import re

string1 = ""Hello""
string2 = ""heLLo""

if ___.search(string1.lower(), string2.lower()):
 print(""Strings are equal regardless of case."")",re
Code an algorithm in Python to check if two given sets are equal.,"A = {1, 2, 3, 4, 5}
B = {4, 1, 2, 3, 5}","def is_equal(A, B):
    if len(A) != len(B):
        return False
    for el in A:
        if el not in B:
            return False
    return True",Control Structure,5229,"def is_equal(A, B):
    if ___(A) != len(B):
        return False
    for el in A:
        if el not in B:
            return False
    return True",len
"Given two strings s and t, create a new Python function to check if s is an anagram of t.","s = ""anagram""
t = ""nagaram""","def is_anagram(s, t):
 s_list = list(s)
 t_list = list(t)
 s_list.sort()
 t_list.sort()
 if s_list == t_list:
 return True
 else:
 return False",Control Structure,5231,"def is_anagram(s, t):
 s_list = list(s)
 t_list = list(t)
 s_list.sort()
 t_list.sort()
 if ___ == t_list:
 return True
 else:
 return False",s_list
Create a Python script that takes a number and prints the multiplication table for that number.,Number: 4,"num = 4 # Take input
  
# To take input from the user 
# num = int(input(""Display multiplication table of? "")) 
  
# Iterate 10 times from i = 1 to 10 
for i in range(1, 11): 
   print(num, 'x', i, '=', num*i)",Control Structure,5255,"num = 4 # Take input
  
# To take input from the user 
# num = int(input(""Display multiplication table of? "")) 
  
# Iterate 10 times from i = 1 to 10 
for ___ in range(1, 11): 
   print(num, 'x', i, '=', num*i)",i
Write a Python program that uses a while loop to calculate a Fibonacci sequence up to the given upper limit.,Upper limit: 10,"upper_limit = 10

fibonacci_sequence = [0, 1]

a = 0
b = 1

while b <= upper_limit:
 c = a + b
 a = b
 b = c
 fibonacci_sequence.append(b)

print(fibonacci_sequence) # Output: [0, 1, 1, 2, 3, 5, 8, 13]",Control Structure,5280,"upper_limit = 10

fibonacci_sequence = [0, 1]

a = 0
b = 1

while ___ <= upper_limit:
 c = a + b
 a = b
 b = c
 fibonacci_sequence.append(b)

print(fibonacci_sequence) # Output: [0, 1, 1, 2, 3, 5, 8, 13]",b
Write a Python program to check if a number is prime by eliminating the multiples of all numbers from 2 to the square root of the number.,n = 99,"import math

def is_prime(n):
    for i in range(2, int(math.sqrt(n))+1):
        if n % i == 0:
            return False
    return True

print(is_prime(n))",Control Structure,5384,"import math

def is_prime(n):
    for ___ in range(2, int(math.sqrt(n))+1):
        if n % i == 0:
            return False
    return True

print(is_prime(n))",i
Optimize this while loop in the given Python code.,"i = 0
while i < 5:
    i += 1
    print(i)","i = 0
while i < 5:
    print(i)
    i += 1",Control Structure,5393,"i = 0
while ___ < 5:
    print(i)
    i += 1",i
Modify the following code in Python to check if a number is prime or not.,"def checkPrime(n):
    for i in range(2,n):
        if n%i==0:
            return False
    return True","def checkPrime(n):
    if n <= 1:
        return False

    for i in range(2,n):
        if n % i == 0:
            return False
    
    return True",Control Structure,5403,"def checkPrime(n):
    if ___ <= 1:
        return False

    for i in range(2,n):
        if n % i == 0:
            return False
    
    return True",n
Write a function in Python that takes two strings as input and return true if one is a rotation of the other.,"""listen"",""enlist""","def is_rotation(s1, s2):
  # edge case check
  if len(s1) != len(s2):
    return False

  # concatenate s2 to itself
  concat_s2 = s2 + s2

  #search s1 in concat_s2
  return s1 in concat_s2",Control Structure,5512,"def is_rotation(s1, s2):
  # edge case check
  if ___(s1) != len(s2):
    return False

  # concatenate s2 to itself
  concat_s2 = s2 + s2

  #search s1 in concat_s2
  return s1 in concat_s2",len
Create a Python function for computing the Factorial of a number.,6,"def factorial(n):
   if n == 0:
      return 1
   else:
      return n * factorial(n-1)

print(factorial(6))",Control Structure,5520,"def factorial(n):
   if ___ == 0:
      return 1
   else:
      return n * factorial(n-1)

print(factorial(6))",n
Create a Python function that uses a given dictionary to calculate the sum of all the values for each key.,"{'a': 4, 'b': 2, 'c': 1}","def sum_dict_values(dict):
  result = 0
  for key in dict:
    result += dict[key]

  return result

dict = {'a': 4, 'b': 2, 'c': 1}
sum = sum_dict_values(dict)
print(sum) # 7",Control Structure,5551,"def sum_dict_values(dict):
  result = 0
  for ___ in dict:
    result += dict[key]

  return result

dict = {'a': 4, 'b': 2, 'c': 1}
sum = sum_dict_values(dict)
print(sum) # 7",key
Develop an algorithm in Python for parsing a given text and counting the number of occurrences of a given word.,This is an example text.,"def parse_text(text, word):
  word_count = 0
  words = text.split()
  for w in words:
    if w == word:
      word_count += 1
  return word_count
  
text = 'This is an example text.'
word = 'example'
word_count = parse_text(text, word)
print('The word ""{}"" appears {} times in the text.'.format(word, word_count))",Control Structure,5620,"def parse_text(text, word):
  word_count = 0
  words = text.split()
  for ___ in words:
    if w == word:
      word_count += 1
  return word_count
  
text = 'This is an example text.'
word = 'example'
word_count = parse_text(text, word)
print('The word ""{}"" appears {} times in the text.'.format(word, word_count))",w
Implement a solutions for the Tower of Hanoi problem using Python.,int n = 4,"def hanoi(n, source, aux, dest):
 if n == 1:
  print('Move disk 1 from {0} to {1}'.format(source, dest))
 else:
  hanoi(n-1, source, dest, aux)
  print('Move disk {0} from {1} to {2}'.format(n, source, dest))
  hanoi(n-1, aux, source, dest)

# Driver program
n = 4
hanoi(n, 'a', 'b', 'c')",Control Structure,5742,"def hanoi(n, source, aux, dest):
 if ___ == 1:
  print('Move disk 1 from {0} to {1}'.format(source, dest))
 else:
  hanoi(n-1, source, dest, aux)
  print('Move disk {0} from {1} to {2}'.format(n, source, dest))
  hanoi(n-1, aux, source, dest)

# Driver program
n = 4
hanoi(n, 'a', 'b', 'c')",n
Generate a program in Python for a simple chatbot. The program should accept a user input and output a response using the input provided.,Hello,"user_input = input(""User: "")

if user_input == ""Hello"":
 print(""Chatbot: Hi there!"")
else:
 print(""Chatbot: I'm not sure what you mean, please try again."")",Control Structure,5781,"user_input = input(""User: "")

if ___ == ""Hello"":
 print(""Chatbot: Hi there!"")
else:
 print(""Chatbot: I'm not sure what you mean, please try again."")",user_input
You need to optimize a given Python code for improving speed.,"def find_corresponding_nums(nums1, nums2):
  result = []
  for num1 in nums1:
    for num2 in nums2:
      if num1 == num2:
        result.append(num1)
  return result","def find_corresponding_nums(nums1, nums2):
    result = []
    seen = set(nums2) 
    for num1 in nums1:
        if num1 in seen:
            result.append(num1)
    return result",Control Structure,5796,"def find_corresponding_nums(nums1, nums2):
    result = []
    seen = set(nums2) 
    for ___ in nums1:
        if num1 in seen:
            result.append(num1)
    return result",num1
Generate a batch of X random numbers in Python using a for loop.,X = 10,"import random
numbers = []

for i in range(10):
 number = random.randint(1, 100)
 numbers.append(number)
 
print(numbers)",Control Structure,5804,"import random
numbers = []

for ___ in range(10):
 number = random.randint(1, 100)
 numbers.append(number)
 
print(numbers)",i
Optimize this Python code for speed.,"lst = []
 
for i in range(100):
    lst.append(i)
 
for i in lst:
    print(i)","lst = list(range(100))
 
for i in lst:
    print(i)",Control Structure,5806,"lst = list(range(100))
 
for ___ in lst:
    print(i)",i
Write a Python program to optimize the given code for speed and reduce memory usage.,"def func(a):
    result = []
    for x in range(len(a)):
        result.append(a[x] + 5)
    return result","def func(a):
    result = [x + 5 for x in a]
    return result",Control Structure,5828,"def func(a):
    result = [x + 5 for ___ in a]
    return result",x
Edit the following Python code to include a while loop:,"a = 0
b = 0","a = 0
b = 0

while a < 10:
    a += 1
    b = b + a

print(b)",Control Structure,5853,"a = 0
b = 0

while ___ < 10:
    a += 1
    b = b + a

print(b)",a
Generate a function in Python that displays the Fibonacci sequence for a given value.,n = 10,"def fibonacci(n):
 a, b = 0, 1
 result = []
 
 while a < n:
 result.append(a)
 a, b = b, a + b

 return result

print(fibonacci(n))",Control Structure,5941,"def fibonacci(n):
 a, b = 0, 1
 result = []
 
 while ___ < n:
 result.append(a)
 a, b = b, a + b

 return result

print(fibonacci(n))",a
Write a function in Python that takes in two strings and returns true if both strings have the same letter counts.,"'abc', 'cba'","def isPermutation(s1, s2):
 s1_dict = {}
 s2_dict = {}
 for c in s1:
  if c in s1_dict:
   s1_dict[c] += 1
  else:
   s1_dict[c] = 1
 for c in s2:
  if c in s2_dict:
   s2_dict[c] += 1
  else:
   s2_dict[c] = 1
 
 return s1_dict == s2_dict",Control Structure,5999,"def isPermutation(s1, s2):
 s1_dict = {}
 s2_dict = {}
 for ___ in s1:
  if c in s1_dict:
   s1_dict[c] += 1
  else:
   s1_dict[c] = 1
 for c in s2:
  if c in s2_dict:
   s2_dict[c] += 1
  else:
   s2_dict[c] = 1
 
 return s1_dict == s2_dict",c
Create a Python script to check if a given word or phrase is a palindrome.,madam,"def is_palindrome(word):
    word_list = list(word)
    if word_list == word_list[::-1]:
        return True
    else:
        return False

result = is_palindrome('madam')
print(result)",Control Structure,6002,"def is_palindrome(word):
    word_list = list(word)
    if ___ == word_list[::-1]:
        return True
    else:
        return False

result = is_palindrome('madam')
print(result)",word_list
Implement an algorithm in Python to check for palindromes.,noon,"def isPalindrome(text):
    n = len(text)
    for i in range(n // 2):
        if text[i] != text[n - i - 1]:
            return False
    return True

print(isPalindrome('noon'))",Control Structure,6032,"def isPalindrome(text):
    n = len(text)
    for ___ in range(n // 2):
        if text[i] != text[n - i - 1]:
            return False
    return True

print(isPalindrome('noon'))",i
Optimize a given code in Python for higher efficiency.,"def power(base, exponent):
    answer = 1
    for _ in range(exponent):
        answer *= base
    return answer","def power(base, exponent):
    answer = 1
    while exponent > 0:
        if exponent & 1:
            answer *= base
        base *= base
        exponent >>= 1
    return answer",Control Structure,6037,"def power(base, exponent):
    answer = 1
    while ___ > 0:
        if exponent & 1:
            answer *= base
        base *= base
        exponent >>= 1
    return answer",exponent
Develop an algorithm in Python for generating the nth Fibonacci number.,N: 5,"def fibonacci(n):
 # base case
 if n == 1:
  return 0
 elif n == 2:
  return 1
 # recursive case
 else:
  return fibonacci(n-1) + fibonacci(n-2)

# testing
print(fibonacci(5)) # Output: 3",Control Structure,6049,"def fibonacci(n):
 # base case
 if ___ == 1:
  return 0
 elif n == 2:
  return 1
 # recursive case
 else:
  return fibonacci(n-1) + fibonacci(n-2)

# testing
print(fibonacci(5)) # Output: 3",n
Generate a Python script for searching for a pattern in a given text.,"Text: ""The cat jumped over the fence""
Pattern: ""cat""","import re
text = ""The cat jumped over the fence""
pattern = ""cat""
match = re.search(pattern, text)
if match:
    print(""Pattern found!"")",Control Structure,6052,"import re
text = ""The cat jumped over the fence""
pattern = ""cat""
match = re.search(pattern, text)
if ___:
    print(""Pattern found!"")",match
Optimize the following Python code for calculating the Fibonacci numbers up to n.,"def fibonacci(n):
 if n <= 1:
 return n
 return fibonacci(n-1) + fibonacci(n-2)","def fibonacci(n):
 # Initialize a memoization dictionary
 memo = {
 0: 0,
 1: 1
 }
 
 # If n is in the memoization dictionary, return the value
 if n in memo:
 return memo[n]
 
 # Calculate the Fibonacci number
 if n > 1:
 memo[n] = fibonacci(n-1) + fibonacci(n-2)
 
 return memo[n]

print(fibonacci(10))",Control Structure,6054,"def fibonacci(n):
 # Initialize a memoization dictionary
 memo = {
 0: 0,
 1: 1
 }
 
 # If n is in the memoization dictionary, return the value
 if ___ in memo:
 return memo[n]
 
 # Calculate the Fibonacci number
 if n > 1:
 memo[n] = fibonacci(n-1) + fibonacci(n-2)
 
 return memo[n]

print(fibonacci(10))",n
A number is said to be abundant if its proper divisors sum to more than the number itself. Create a python program to identify if a given number is abundant or not.,21,"def is_abundant(num):
    divisor_sum = 0
    for i in range(1, int(num/2)+1):
        if num % i == 0:
            divisor_sum += i

    return divisor_sum > num

num = 21

if is_abundant(num):
    print(f""{num} is abundant"")
else:
    print(f""{num} is not abundant"")",Control Structure,6058,"def is_abundant(num):
    divisor_sum = 0
    for ___ in range(1, int(num/2)+1):
        if num % i == 0:
            divisor_sum += i

    return divisor_sum > num

num = 21

if is_abundant(num):
    print(f""{num} is abundant"")
else:
    print(f""{num} is not abundant"")",i
Create a python program for checking whether a number is a palindrome or not.,12321,"def is_palindrome(num):
  rev = 0
  tmp = num
  
  while tmp > 0:
    rev = rev * 10
    rev = rev + (tmp % 10)
    tmp = tmp // 10

  return num == rev
  
num = 12321
if (is_palindrome(num)):
  print(""Number is a palindrome"")
else:
  print(""Number is not a palindrome"")",Control Structure,6086,"def is_palindrome(num):
  rev = 0
  tmp = num
  
  while ___ > 0:
    rev = rev * 10
    rev = rev + (tmp % 10)
    tmp = tmp // 10

  return num == rev
  
num = 12321
if (is_palindrome(num)):
  print(""Number is a palindrome"")
else:
  print(""Number is not a palindrome"")",tmp
Optimize the Python code snippet (below) for performance efficiency.,"def process_data(data):
    processed_data = []
    for item in data:
        if item % 10 == 0:
            processed_data.append(item)
    return processed_data","def process_data(data):
    processed_data = []
    for item in data:
        if (item % 10) == 0:
            processed_data.append(item)
    return processed_data

def process_data_fast(data):
    return [item for item in data if item % 10 == 0]",Control Structure,6105,"def process_data(data):
    processed_data = []
    for ___ in data:
        if (item % 10) == 0:
            processed_data.append(item)
    return processed_data

def process_data_fast(data):
    return [item for item in data if item % 10 == 0]",item
Create a python program for searching for a word in a text document.,"The quick brown fox jumped over the lazy dog
search: fox","import re

text = 'The quick brown fox jumped over the lazy dog'
search = 'fox'

result = re.findall(search, text)

if result:
    print('Found!');
else:
    print('Not Found!')",Control Structure,6139,"import re

text = 'The quick brown fox jumped over the lazy dog'
search = 'fox'

result = re.findall(search, text)

if ___:
    print('Found!');
else:
    print('Not Found!')",result
Write a function in Python to check if an integer is prime or not.,37,"def is_prime(number):
  if number < 2:
    return False
  else:
    for x in range(2, number):
      if number % x == 0:
        return False
    return True

n = 37
print (is_prime(n)) # Output: True",Control Structure,6165,"def is_prime(number):
  if ___ < 2:
    return False
  else:
    for x in range(2, number):
      if number % x == 0:
        return False
    return True

n = 37
print (is_prime(n)) # Output: True",number
Create a Python program to calculate the grade for a student.,"Maths = 85
English = 70
Science = 90","Maths = 85
English = 70
Science = 90

# Calculate the average 
average = (Maths + English + Science) / 3

# Check the grade
if average >= 80:
    grade = 'A'
elif average >= 70:
    grade = 'B'
elif average >= 60:
    grade = 'C'
elif average >= 50:
    grade = 'D'
else:
    grade = 'F'

# Print the grade
print(grade)",Control Structure,6244,"Maths = 85
English = 70
Science = 90

# Calculate the average 
average = (Maths + English + Science) / 3

# Check the grade
if ___ >= 80:
    grade = 'A'
elif average >= 70:
    grade = 'B'
elif average >= 60:
    grade = 'C'
elif average >= 50:
    grade = 'D'
else:
    grade = 'F'

# Print the grade
print(grade)",average
Create a Python program that prints out a message if a given number is divisible by 7.,num = 49,"num = 49

if num % 7 == 0:
    print(""The number %d is divisible by 7!"" %num)",Control Structure,6263,"num = 49

if ___ % 7 == 0:
    print(""The number %d is divisible by 7!"" %num)",num
Develop an algorithm using Python that determines if a number is a prime number or not.,12,"def is_prime(n):
    if n <= 1: 
        return False
    for i in range(2, n): 
        if n % i == 0: 
            return False
    return True",Control Structure,6290,"def is_prime(n):
    if ___ <= 1: 
        return False
    for i in range(2, n): 
        if n % i == 0: 
            return False
    return True",n
Optimize the following Python code for runtime and memory performance.,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)","def factorial(n):
    if n == 0:
        return 1

    res = 1
    for i in range(2, n+1):
        res *= i
    return res",Control Structure,6309,"def factorial(n):
    if ___ == 0:
        return 1

    res = 1
    for i in range(2, n+1):
        res *= i
    return res",n
Create a Python function to check if a given number is abundant or not. An abundant number is a number which is less than the sum of its proper divisors.,number = 24,"def is_abundant(number):
    sum = 0
    for i in range(1, number):
        if number % i == 0:
            sum += i
    return sum > number",Control Structure,6317,"def is_abundant(number):
    sum = 0
    for ___ in range(1, number):
        if number % i == 0:
            sum += i
    return sum > number",i
Create a program in Python for finding the greatest common divisor of two numbers.,"Number1: 20
Number2: 45","def gcd(a, b):
    while b != 0:
        temp = a
        a = b
        b = temp % b
    return a

print(gcd(20,45))",Control Structure,6330,"def gcd(a, b):
    while ___ != 0:
        temp = a
        a = b
        b = temp % b
    return a

print(gcd(20,45))",b
Write a FOR loop to create a Pascal Triangle of size N in Python.,N = 5,"def pascal_triangle(n): 
    trow = [1] 
    y = [0] 
    for x in range(max(n,0)): 
        print(trow) 
        trow=[l+r for l,r in zip(trow+y, y+trow)] 
  
# Driver program to test the above function 
n = 5
pascal_triangle(n)",Control Structure,6339,"def pascal_triangle(n): 
    trow = [1] 
    y = [0] 
    for ___ in range(max(n,0)): 
        print(trow) 
        trow=[l+r for l,r in zip(trow+y, y+trow)] 
  
# Driver program to test the above function 
n = 5
pascal_triangle(n)",x
Design an algorithm in Python for linear search.,"[3, 1, 5, 8], 8","def linear_search(arr, target):    
    for i in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",Control Structure,6349,"def linear_search(arr, target):    
    for ___ in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",i
Write a Python program for a program that checks if two strings are palindromes.,"Input strings: “radar”, “dad”","def is_palindrome(str1, str2):
 # Reverse str1
 reverse_str1 = str1[::-1]

 # Check if str1 is the same as the reversed version of str2
 if reverse_str1 == str2:
 return True
 else:
 return False

# Sample input
str1 = 'radar'
str2 = 'dad'

# Check if the strings are palindromes
print(is_palindrome(str1, str2)) # Output: True",Control Structure,6379,"def is_palindrome(str1, str2):
 # Reverse str1
 reverse_str1 = str1[::-1]

 # Check if ___ is the same as the reversed version of str2
 if reverse_str1 == str2:
 return True
 else:
 return False

# Sample input
str1 = 'radar'
str2 = 'dad'

# Check if the strings are palindromes
print(is_palindrome(str1, str2)) # Output: True",str1
Create a regex pattern that matches two different words and prints out the second word if found.,"text = ""Learn Python now or learn Java later","pattern = r""learn (Python|Java) (\w+)"" 
match = re.search(pattern, text) 
if match: 
    print(match.group(2)) # Prints ""now"" or ""later""",Control Structure,6482,"pattern = r""learn (Python|Java) (\w+)"" 
match = re.search(pattern, text) 
if ___: 
    print(match.group(2)) # Prints ""now"" or ""later""",match
Create a function in Python to determine if a number is divisible by another number.,"6, 3","def isDivisible(num1, num2):
    # check if num1 is divisible by num2
    if (num1 % num2) == 0:
        return True
    else:
        return False

num1 = 6
num2 = 3

result = isDivisible(num1, num2)
print(result)",Control Structure,6521,"def isDivisible(num1, num2):
    # check if ___ is divisible by num2
    if (num1 % num2) == 0:
        return True
    else:
        return False

num1 = 6
num2 = 3

result = isDivisible(num1, num2)
print(result)",num1
Modify the following Python code for calculating the factorial of a number.,"def factorial(n):
    fact = 1
    for i in range(1,n+1):
        fact = fact*i
    return fact","def factorial(n):
    if n == 0:
        return 1
    else:
        fact = 1
        for i in range(1,n+1):
            fact = fact*i
        return fact",Control Structure,6575,"def factorial(n):
    if ___ == 0:
        return 1
    else:
        fact = 1
        for i in range(1,n+1):
            fact = fact*i
        return fact",n
Optimize the following Python code for improved performance.,"def factorial(n):
 if n == 0:
   return 1
 else:
   return n * factorial(n - 1)","def factorial(n):
 fact = 1
 for i in range(1, n+1):
   fact *= i
  return fact",Control Structure,6585,"def factorial(n):
 fact = 1
 for ___ in range(1, n+1):
   fact *= i
  return fact",i
Create a Python program for extracting text from an online book.,web address of the book (e.g. https://www.example.com/book.html),"import requests
from bs4 import BeautifulSoup

# Input web address of the book
url = 'https://www.example.com/book.html'

# Download the page
page = requests.get(url)

# Parse the HTML
soup = BeautifulSoup(page.content, 'html.parser')

# Extract the text
text = soup.find_all('p')
for p in text:
 print(p.text)",Control Structure,6589,"import requests
from bs4 import BeautifulSoup

# Input web address of the book
url = 'https://www.example.com/book.html'

# Download the page
page = requests.get(url)

# Parse the HTML
soup = BeautifulSoup(page.content, 'html.parser')

# Extract the text
text = soup.find_all('p')
for ___ in text:
 print(p.text)",p
