Instruction,Input,Output,materi,question_id,Full Code,Template
Generate an algorithm in Python to return the common elements in two unsorted arrays.,"A = [2, 3, 5, 7, 8]
B = [3, 5, 7, 9, 10]","def commonElements(A, B):
    commonElements = []
    for i in A: 
        if i in B and i not in commonElements:
            commonElements.append(i) 
    return commonElements

A = [2, 3, 5, 7, 8]
B = [3, 5, 7, 9, 10]
print(commonElements(A, B))
# Output: [3, 5, 7]",Function,5983,"def commonElements(A, B):
    commonElements = []
    for i in A: 
        if i in B and i not in commonElements:
            commonElements.append(i) 
    return commonElements

A = [2, 3, 5, 7, 8]
B = [3, 5, 7, 9, 10]
print(commonElements(A, B))
# Output: [3, 5, 7]","    ___
    commonElements = []
    ___
    ___
            commonElements.append(i) 
    return commonElements

A = [2, 3, 5, 7, 8]
B = [3, 5, 7, 9, 10]
print(commonElements(A, B))
# Output: [3, 5, 7]"
Implement a Python function that will take a dictionary as the argument and return a new dictionary with the key and its value reversed.,"{""a"":1, ""b"":2, ""c"":3}","def reverse_dict(d):
 new_dict = {}
 for key, value in d.items():
 new_dict[value] = key
 return new_dict

d = {'a':1, 'b':2, 'c':3}
print(reverse_dict(d))
# {1:'a', 2:'b', 3:'c'}",Function,5992,"def reverse_dict(d):
 new_dict = {}
 for key, value in d.items():
 new_dict[value] = key
 return new_dict

d = {'a':1, 'b':2, 'c':3}
print(reverse_dict(d))
# {1:'a', 2:'b', 3:'c'}","    ___
 new_dict = {}
    ___
 new_dict[value] = key
 return new_dict

d = {'a':1, 'b':2, 'c':3}
print(reverse_dict(d))
# {1:'a', 2:'b', 3:'c'}"
Write a function in Python to find the top k words in a given document.,"""This is a document it contains some words and a lot of phrases.""

k = 2","from collections import Counter    

def topKWords(doc, k):
    words = doc.split()
    counts = Counter(words).most_common(k)
    return [word for word,_ in counts]

doc = ""This is a document it contains some words and a lot of phrases.""
k = 2
print(topKWords(doc, k))",Function,6014,"from collections import Counter    

def topKWords(doc, k):
    words = doc.split()
    counts = Counter(words).most_common(k)
    return [word for word,_ in counts]

doc = ""This is a document it contains some words and a lot of phrases.""
k = 2
print(topKWords(doc, k))","from collections import Counter    

    ___
    words = doc.split()
    counts = Counter(words).most_common(k)
    return [word for word,_ in counts]

doc = ""This is a document it contains some words and a lot of phrases.""
k = 2
print(topKWords(doc, k))"
Edit the following python function so that it prints its parameters in reversed order.,"def print_params(a, b):
  print(a + ' ' + b)","def print_params(a, b):
  print(b + ' ' + a)",Function,6030,"def print_params(a, b):
  print(b + ' ' + a)","    ___
  print(b + ' ' + a)"
Can you create a program in Python that will return the nth Fibonacci number?,n = 8,"def fib(n):
    if n == 0 or n == 1:
        return 1
    else:
        return fib(n-1) + fib(n-2)

n = 8
print(fib(n))",Function,6043,"def fib(n):
    if n == 0 or n == 1:
        return 1
    else:
        return fib(n-1) + fib(n-2)

n = 8
print(fib(n))","    ___
    ___
        return 1
    else:
        return fib(n-1) + fib(n-2)

n = 8
print(fib(n))"
Rewrite a given function in Python to return the sum of the two parameters instead of multiplying them.,"def multiply(a, b):
  return a * b","def multiply(a, b):
  return a + b",Function,6055,"def multiply(a, b):
  return a + b","    ___
  return a + b"
Write a Python function to access a given key from a given dictionary.,"d = {'x': 3, 'y': 4, 'z': 5}","def access_key(key, dictionary): 
    if key not in dictionary: 
        return -1
    return dictionary[key]",Function,6064,"def access_key(key, dictionary): 
    if key not in dictionary: 
        return -1
    return dictionary[key]","    ___
    ___
        return -1
    return dictionary[key]"
Design a function in Python to convert a Celsius temperature to a Fahrenheit temperature.,32,"def convert_celsius_to_fahrenheit(celsius):
    fahrenheit = celsius * 9/5 + 32
    return fahrenheit

celsius = 32
fahrenheit = convert_celsius_to_fahrenheit(celsius)
print('{} degree Celsius is {} degree Fahrenheit.'.format(celsius, fahrenheit))",Function,6076,"def convert_celsius_to_fahrenheit(celsius):
    fahrenheit = celsius * 9/5 + 32
    return fahrenheit

celsius = 32
fahrenheit = convert_celsius_to_fahrenheit(celsius)
print('{} degree Celsius is {} degree Fahrenheit.'.format(celsius, fahrenheit))","    ___
    fahrenheit = celsius * 9/5 + 32
    return fahrenheit

celsius = 32
fahrenheit = convert_celsius_to_fahrenheit(celsius)
print('{} degree Celsius is {} degree Fahrenheit.'.format(celsius, fahrenheit))"
"In Python, define a function that takes two arguments and returns the maximum of the two.","6, 8","def max_value(a, b):
    # Return the maximum of two numbers
    if a > b:
        return a
    else:
        return b

# Example usage
a = 6
b = 8
print(max_value(a, b)) # 8",Function,6089,"def max_value(a, b):
    # Return the maximum of two numbers
    if a > b:
        return a
    else:
        return b

# Example usage
a = 6
b = 8
print(max_value(a, b)) # 8","    ___
    # Return the maximum of two numbers
    ___
        return a
    else:
        return b

# Example usage
a = 6
b = 8
print(max_value(a, b)) # 8"
Create a Python function that calculates the factorial of a given number,x = 4,"def factorial(x):
    result = 1
    for num in range(1,x+1):
        result *= num
    return result",Function,6101,"def factorial(x):
    result = 1
    for num in range(1,x+1):
        result *= num
    return result","    ___
    result = 1
    ___
        result *= num
    return result"
Rewrite the following C++ function to Python.,"int multiply(int a, int b)
{
    int result = a * b;
    return result;
}","def multiply(a, b):
    result = a * b
    return result",Function,6102,"def multiply(a, b):
    result = a * b
    return result","    ___
    result = a * b
    return result"
Write a Python function to replace all occurrences of a given substring with another substring.,"Hello World, Hello","def replace_substring(string, old_substring, new_substring):
 return string.replace(old_substring, new_substring)

result = replace_substring(""Hello World, Hello"", ""Hello"", ""Hi"")
print(result)",Function,6122,"def replace_substring(string, old_substring, new_substring):
 return string.replace(old_substring, new_substring)

result = replace_substring(""Hello World, Hello"", ""Hello"", ""Hi"")
print(result)","    ___
 return string.replace(old_substring, new_substring)

result = replace_substring(""Hello World, Hello"", ""Hello"", ""Hi"")
print(result)"
Create a Python function to parse an XML document and extract all the <tag> elements.,An XML file,"import xml.etree.ElementTree as ET

def extract_tags(xml):
    root = ET.fromstring(xml)
    tags = root.findall('tag')

    # Create list to store tag elements
    tag_list = []
    for tag in tags:
        tag_list.append(tag.text)

    # Return list of tags
    return tag_list",Function,6123,"import xml.etree.ElementTree as ET

def extract_tags(xml):
    root = ET.fromstring(xml)
    tags = root.findall('tag')

    # Create list to store tag elements
    tag_list = []
    for tag in tags:
        tag_list.append(tag.text)

    # Return list of tags
    return tag_list","import xml.etree.ElementTree as ET

    ___
    root = ET.fromstring(xml)
    tags = root.findall('tag')

    # Create list to store tag elements
    tag_list = []
    ___
        tag_list.append(tag.text)

    # Return list of tags
    return tag_list"
Write a function in Python to reverse the order of words in a sentence.,"sentence = ""hello world how are you""","def reverse_words(sentence):
    words = sentence.split(' ')
    reversed_words = words[::-1]
    return ' '.join(reversed_words)

sentence = ""hello world how are you""
print(reverse_words(sentence)) # output - you are how world hello",Function,6124,"def reverse_words(sentence):
    words = sentence.split(' ')
    reversed_words = words[::-1]
    return ' '.join(reversed_words)

sentence = ""hello world how are you""
print(reverse_words(sentence)) # output - you are how world hello","    ___
    words = sentence.split(' ')
    reversed_words = words[::-1]
    return ' '.join(reversed_words)

sentence = ""hello world how are you""
print(reverse_words(sentence)) # output - you are how world hello"
Create a function that capitalizes the first letter of any given word,"""python""","def capitalize_first_letter(word):
    return word[0].upper() + word[1:]

# main
word = ""python""
capitalized = capitalize_first_letter(word)
print(capitalized)",Function,6147,"def capitalize_first_letter(word):
    return word[0].upper() + word[1:]

# main
word = ""python""
capitalized = capitalize_first_letter(word)
print(capitalized)","    ___
    return word[0].upper() + word[1:]

# main
word = ""python""
capitalized = capitalize_first_letter(word)
print(capitalized)"
Create a function in Python that takes a number n and returns the sum of its digits.,378,"def sum_of_digits(n):
    sum = 0
    while n:
        sum += n % 10
        n //= 10
    return sum

print(sum_of_digits(378))",Function,6161,"def sum_of_digits(n):
    sum = 0
    while n:
        sum += n % 10
        n //= 10
    return sum

print(sum_of_digits(378))","    ___
    sum = 0
    ___
        sum += n % 10
        n //= 10
    return sum

print(sum_of_digits(378))"
Create a Python function that takes two arrays of numbers and calculates their dot product.,"[2, 4, 6], [3, 4, 5]","def dot_product(list1, list2):
 result = 0
 for i in range(len(list1)):
  result += list1[i] * list2[i] 
 return result

list1 = [2,4,6]
list2 = [3,4,5]
dot = dot_product(list1, list2)
print('Dot product of two lists =', dot) # Dot product of two lists = 46",Function,6177,"def dot_product(list1, list2):
 result = 0
 for i in range(len(list1)):
  result += list1[i] * list2[i] 
 return result

list1 = [2,4,6]
list2 = [3,4,5]
dot = dot_product(list1, list2)
print('Dot product of two lists =', dot) # Dot product of two lists = 46","    ___
 result = 0
    ___
  result += list1[i] * list2[i] 
 return result

list1 = [2,4,6]
list2 = [3,4,5]
dot = dot_product(list1, list2)
print('Dot product of two lists =', dot) # Dot product of two lists = 46"
Write a Python function that computes the average of 3 numbers.,"1, 2, 3","def average(a, b, c):
    return (a + b + c) / 3.0

print(average(1,2,3)) # Output: 2.0",Function,6182,"def average(a, b, c):
    return (a + b + c) / 3.0

print(average(1,2,3)) # Output: 2.0","    ___
    return (a + b + c) / 3.0

print(average(1,2,3)) # Output: 2.0"
Generate a Python function to parse a JSON data structure.,"data = {
 ""name"": ""John"",
 ""age"": 18,
 ""occupation"": ""Software Engineer""
}","import json

def parse_json(data):
 data = json.loads(data)
 return data['name'], data['age'], data['occupation']

name, age, occupation = parse_json(data)
print(name, age, occupation)
# Output: John 18 Software Engineer",Function,6188,"import json

def parse_json(data):
 data = json.loads(data)
 return data['name'], data['age'], data['occupation']

name, age, occupation = parse_json(data)
print(name, age, occupation)
# Output: John 18 Software Engineer","import json

    ___
 data = json.loads(data)
 return data['name'], data['age'], data['occupation']

name, age, occupation = parse_json(data)
print(name, age, occupation)
# Output: John 18 Software Engineer"
Create a Python lambda expression to return all strings that longer than 5 characters long.,"[""hello"", ""world"", ""foobar""]","words = [""hello"", ""world"", ""foobar""] 
filtered_words = list(filter(lambda x: len(x) > 5, words)) 
print(filtered_words) # ['world', 'foobar']",Function,6209,"words = [""hello"", ""world"", ""foobar""] 
filtered_words = list(filter(lambda x: len(x) > 5, words)) 
print(filtered_words) # ['world', 'foobar']","words = [""hello"", ""world"", ""foobar""] 
filtered_words = list(filter(lambda x: len(x) > 5, words)) 
print(filtered_words) # ['world', 'foobar']"
Write a Python function to return the GCD (Greatest Common Denominator) of two integers.,"num_1 = 12
num_2 = 24","def gcd(num_1, num_2):
  if num_2 == 0:
    return num_1
  return gcd(num_2, num_1 % num_2)",Function,6229,"def gcd(num_1, num_2):
  if num_2 == 0:
    return num_1
  return gcd(num_2, num_1 % num_2)","    ___
    ___
    return num_1
  return gcd(num_2, num_1 % num_2)"
Write a function in Python that takes two strings s1 and s2 and returns s2 repeated s1 times.,s1 = '3'; s2 = 'hello',"def repeat(s1, s2):
 n = int(s1)
 return s2 * n

print(repeat('3','hello'))
# Output: hellohellohello",Function,6250,"def repeat(s1, s2):
 n = int(s1)
 return s2 * n

print(repeat('3','hello'))
# Output: hellohellohello","    ___
 n = int(s1)
 return s2 * n

print(repeat('3','hello'))
# Output: hellohellohello"
Create a web API in Python Flask to compare two numerical values and return the greater one.,"value1 = 10
value2 = 20","from flask import Flask, jsonify, request

app = Flask(__name__)

@app.route('/compare', methods=['POST'])
def compare():
    data = request.get_json()
    value1 = data['value1']
    value2 = data['value2']

    greater_value = max(value1, value2)

    return jsonify({'greater_value': greater_value})

if __name__ == '__main__':
    app.run(debug=True)",Function,6264,"from flask import Flask, jsonify, request

app = Flask(__name__)

@app.route('/compare', methods=['POST'])
def compare():
    data = request.get_json()
    value1 = data['value1']
    value2 = data['value2']

    greater_value = max(value1, value2)

    return jsonify({'greater_value': greater_value})

if __name__ == '__main__':
    app.run(debug=True)","from flask import Flask, jsonify, request

app = Flask(__name__)

@app.route('/compare', methods=['POST'])
    ___
    data = request.get_json()
    value1 = data['value1']
    value2 = data['value2']

    greater_value = max(value1, value2)

    return jsonify({'greater_value': greater_value})

    ___
    app.run(debug=True)"
Convert this Python function to JavaScript.,"def string_to_num_list(string):
    numbers = []
    for letter in string:
        numbers.append(ord(letter))
    return numbers","function stringToNumList(string) {
    let numbers = [];
    for (let letter of string) {
        numbers.push(letter.charCodeAt(0));
    }
    return numbers;
}",Function,6278,"function stringToNumList(string) {
    let numbers = [];
    for (let letter of string) {
        numbers.push(letter.charCodeAt(0));
    }
    return numbers;
}","function stringToNumList(string) {
    let numbers = [];
    for (let letter of string) {
        numbers.push(letter.charCodeAt(0));
    }
    return numbers;
}"
Change the following Python program such that you can pass any number of strings in the function.,"def print_strings(s1, s2):
    print(s1)
    print(s2)","def print_strings(*strings):
    for s in strings:
        print(s)

print_strings(""Hello"", ""World"")",Function,6291,"def print_strings(*strings):
    for s in strings:
        print(s)

print_strings(""Hello"", ""World"")","    ___
    ___
        print(s)

print_strings(""Hello"", ""World"")"
Create a function in Python to validate the syntax of the given code.,"code:
def myFunc(param1, param2):
    statement1
    statement2","def validate_syntax(code):
    try: 
        compile(code, '<string>', 'exec')
        return True
    except SyntaxError: 
        return False",Function,6299,"def validate_syntax(code):
    try: 
        compile(code, '<string>', 'exec')
        return True
    except SyntaxError: 
        return False","    ___
    try: 
        compile(code, '<string>', 'exec')
        return True
    except SyntaxError: 
        return False"
Generate a Python function to generate an equation with given coefficients and variables.,"coefficients: [2, 3, 1], variables: [""x"", ""y"", ""z""]","def generate_equation(coefficients, variables):
 equation = """"
 for i, coeff in enumerate(coefficients):
  equation += str(coeff) + variables[i] + "" + ""
 equation = equation[:-3]
 return equation",Function,6308,"def generate_equation(coefficients, variables):
 equation = """"
 for i, coeff in enumerate(coefficients):
  equation += str(coeff) + variables[i] + "" + ""
 equation = equation[:-3]
 return equation","    ___
 equation = """"
    ___
  equation += str(coeff) + variables[i] + "" + ""
 equation = equation[:-3]
 return equation"
Create a function in Python that takes two numbers as arguments and returns their average.,"2, 3","def average(a, b): 
    return (a + b) / 2

print(average(2, 3))",Function,6321,"def average(a, b): 
    return (a + b) / 2

print(average(2, 3))","    ___
    return (a + b) / 2

print(average(2, 3))"
"Edit the following Python code such that the function produces output in the format ""<Name> said: '<Message>'.","def generate_message(name, message):
    print(name + ' said: ' + message)","def generate_message(name, message):
    print(name + ' said: ' + ""'"" + message + ""'"")",Function,6340,"def generate_message(name, message):
    print(name + ' said: ' + ""'"" + message + ""'"")","    ___
    print(name + ' said: ' + ""'"" + message + ""'"")"
"Given two integers, write a Python function to find their greatest common divisor (GCD).","num1 = 24
num2 = 18","def find_gcd(num1, num2):
    gcd = 1
    while num2 != 0:
        temp = num2
        num2 = num1 % num2
        num1 = temp
        gcd = num1
    return gcd",Function,6346,"def find_gcd(num1, num2):
    gcd = 1
    while num2 != 0:
        temp = num2
        num2 = num1 % num2
        num1 = temp
        gcd = num1
    return gcd","    ___
    gcd = 1
    ___
        temp = num2
        num2 = num1 % num2
        num1 = temp
        gcd = num1
    return gcd"
Generate a random password using the Python function provided in the input.,"def randomString(stringLength=8):
    letters = string.ascii_lowercase
    return ''.join(random.choice(letters) for i in range(stringLength))",print(randomString()),Function,6357,print(randomString()),print(randomString())
"Construct a Python function that takes two integers ""a"" and ""b"" and returns the sum of their squares.",2 and 3,"def sum_sqr(a, b):
    return a*a + b*b

print(sum_sqr(2, 3))",Function,6384,"def sum_sqr(a, b):
    return a*a + b*b

print(sum_sqr(2, 3))","    ___
    return a*a + b*b

print(sum_sqr(2, 3))"
"Write a function in Python to convert a given time in hours, minutes and seconds, to a total number of seconds.","hours: 2
minutes: 3
seconds: 4","def time_to_seconds(hours, minutes, seconds): 
     return (hours * 3600) + (minutes * 60) + seconds
 
result = time_to_seconds(2, 3, 4) 
print(result)",Function,6407,"def time_to_seconds(hours, minutes, seconds): 
     return (hours * 3600) + (minutes * 60) + seconds
 
result = time_to_seconds(2, 3, 4) 
print(result)","    ___
     return (hours * 3600) + (minutes * 60) + seconds
 
result = time_to_seconds(2, 3, 4) 
print(result)"
Rewrite this python function to make it more concise.,"def calculate_average(scores):
    total = 0 
    for score in scores:
        total += score
    return total/len(scores)","def calculate_average(scores):
    return sum(scores)/len(scores)",Function,6418,"def calculate_average(scores):
    return sum(scores)/len(scores)","    ___
    return sum(scores)/len(scores)"
Create a Python function to calculate the sum of all numbers from 0 to the input number.,5,"def sum_to(num):
    sum = 0
    for i in range(num+1):
        sum += i
    return sum
 
num = 5
print(sum_to(num))   # 15",Function,6438,"def sum_to(num):
    sum = 0
    for i in range(num+1):
        sum += i
    return sum
 
num = 5
print(sum_to(num))   # 15","    ___
    sum = 0
    ___
        sum += i
    return sum
 
num = 5
print(sum_to(num))   # 15"
Optimize a given Python function to run faster.,"def lower_string(string):
    return string.lower()","def lower_string(string):
    return string.strip().lower()",Function,6460,"def lower_string(string):
    return string.strip().lower()","    ___
    return string.strip().lower()"
Create a function in Python that prints the first n Fibonacci numbers.,6,"def fibonacci(n):
  fib_list = [0, 1]
  for i in range(2, n):
    fib_list.append(fib_list[i-2] + fib_list[i-1])
  return fib_list[:n]

fibonacci_list = fibonacci(6)
print(fibonacci_list)",Function,6464,"def fibonacci(n):
  fib_list = [0, 1]
  for i in range(2, n):
    fib_list.append(fib_list[i-2] + fib_list[i-1])
  return fib_list[:n]

fibonacci_list = fibonacci(6)
print(fibonacci_list)","    ___
  fib_list = [0, 1]
    ___
    fib_list.append(fib_list[i-2] + fib_list[i-1])
  return fib_list[:n]

fibonacci_list = fibonacci(6)
print(fibonacci_list)"
Create an API endpoint in Python Flask to add two numbers. This API should accept two numbers as Formula Parameters and should return the addition of those two numbers.,"num1 = 4
num2 = 5","from flask import Flask, request
app = Flask(__name__)

@app.route('/add', methods=['GET'])
def add():
 num1 = float(request.args.get('num1'))
 num2 = float(request.args.get('num2'))

 sum = num1 + num2

 return str(sum)

if __name__ == '__main__':
 app.run(debug=True)",Function,6500,"from flask import Flask, request
app = Flask(__name__)

@app.route('/add', methods=['GET'])
def add():
 num1 = float(request.args.get('num1'))
 num2 = float(request.args.get('num2'))

 sum = num1 + num2

 return str(sum)

if __name__ == '__main__':
 app.run(debug=True)","from flask import Flask, request
app = Flask(__name__)

@app.route('/add', methods=['GET'])
    ___
 num1 = float(request.args.get('num1'))
 num2 = float(request.args.get('num2'))

 sum = num1 + num2

 return str(sum)

    ___
 app.run(debug=True)"
Create a function to optimize a given python code using the Numba library.,"def calculate_pi():
    c = 0.0
    for k in range(1000):
        for j in range(1000):
            c += k ** -2 + j ** -3
    return c","import numba

@numba.jit
def calculate_pi():
    c = 0.0
    for k in range(1000):
        for j in range(1000):
            c += k ** -2 + j ** -3
    return c",Function,6514,"import numba

@numba.jit
def calculate_pi():
    c = 0.0
    for k in range(1000):
        for j in range(1000):
            c += k ** -2 + j ** -3
    return c","import numba

@numba.jit
    ___
    c = 0.0
    ___
    ___
            c += k ** -2 + j ** -3
    return c"
Create a recursive function in Python that prints the values from 0 to n.,5,"def print_values(n):
    if n == 0:
        return
    else:
        print(n)
        print_values(n-1)

print_values(5)",Function,6561,"def print_values(n):
    if n == 0:
        return
    else:
        print(n)
        print_values(n-1)

print_values(5)","    ___
    ___
        return
    else:
        print(n)
        print_values(n-1)

print_values(5)"
Create a Python function to format a given ip address to IPv4 format.,192.168.1,"def ipv4_format(ip):
 octets = ip.split('.')
 octets.extend(['0', '0', '0', '0'])
 octets = octets[:4]
 return '.'.join(octets)

if __name__ == '__main__':
 ip = '192.168.1'
 print(ipv4_format(ip))",Function,6600,"def ipv4_format(ip):
 octets = ip.split('.')
 octets.extend(['0', '0', '0', '0'])
 octets = octets[:4]
 return '.'.join(octets)

if __name__ == '__main__':
 ip = '192.168.1'
 print(ipv4_format(ip))","    ___
 octets = ip.split('.')
 octets.extend(['0', '0', '0', '0'])
 octets = octets[:4]
 return '.'.join(octets)

    ___
 ip = '192.168.1'
 print(ipv4_format(ip))"
Create a Python function to calculate the sum of two numbers given as inputs.,"5, 6","def calculateSum(a, b):
    return a + b

sum = calculateSum(5, 6)
print(sum)",Function,6613,"def calculateSum(a, b):
    return a + b

sum = calculateSum(5, 6)
print(sum)","    ___
    return a + b

sum = calculateSum(5, 6)
print(sum)"
Write a function in Python to remove all punctuation and special characters.,"'Hello, World!!!'","import string

def removePunctuation(input_string):
    punctuations = string.punctuation
    output_string = """"
    for char in input_string:
        if char not in punctuations:
            output_string += char
    return output_string

print(removePunctuation(""Hello, World!!!""))  # Output: Hello World",Function,6644,"import string

def removePunctuation(input_string):
    punctuations = string.punctuation
    output_string = """"
    for char in input_string:
        if char not in punctuations:
            output_string += char
    return output_string

print(removePunctuation(""Hello, World!!!""))  # Output: Hello World","import string

    ___
    punctuations = string.punctuation
    output_string = """"
    ___
    ___
            output_string += char
    return output_string

print(removePunctuation(""Hello, World!!!""))  # Output: Hello World"
Create a Python function to detect a specific sequence,"Given a list of integers, list_a = [1, 6, 3, 7, 4], find the index of the sequence [3, 7]","def find_sequence(list_a, pattern):
    result = []
    for i in range(len(list_a)-len(pattern)+1):
        if list_a[i:i+len(pattern)] == pattern:
            result.append(i)
    return result",Function,6647,"def find_sequence(list_a, pattern):
    result = []
    for i in range(len(list_a)-len(pattern)+1):
        if list_a[i:i+len(pattern)] == pattern:
            result.append(i)
    return result","    ___
    result = []
    ___
    ___
            result.append(i)
    return result"
Develop a Python function that can detect the spoken language of a user’s input.,Bonjour,"def detect_language(text):
 """"""Detect the language of a given text.

 Args:
  text (str): The text to detect the language of.

 Returns:
  str: The detected language of the text.
 """"""

 language = detect(text)
 return language",Function,6663,"def detect_language(text):
 """"""Detect the language of a given text.

 Args:
  text (str): The text to detect the language of.

 Returns:
  str: The detected language of the text.
 """"""

 language = detect(text)
 return language","    ___
 """"""Detect the language of a given text.

 Args:
  text (str): The text to detect the language of.

 Returns:
  str: The detected language of the text.
 """"""

 language = detect(text)
 return language"
Rewrite the current function using Python 3.x code instead of Python 2.7.,"def sum(a, b):
     return a + b","def sum(a, b):
    return a + b",Function,6670,"def sum(a, b):
    return a + b","    ___
    return a + b"
Create a Python function to return the elements of two lists as a dictionary.,"list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']","list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']

def list_to_dict(list_one, list_two):
  if len(list_one) != len(list_two):
    return None
  d = {}
  for i in range(len(list_one)):
    d[list_one[i]] = list_two[i]
  return d
  
dictionary = list_to_dict(list_one, list_two)
print(dictionary)",Function,6691,"list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']

def list_to_dict(list_one, list_two):
  if len(list_one) != len(list_two):
    return None
  d = {}
  for i in range(len(list_one)):
    d[list_one[i]] = list_two[i]
  return d
  
dictionary = list_to_dict(list_one, list_two)
print(dictionary)","list_one = [1, 2, 3]
list_two = ['a', 'b', 'c']

    ___
    ___
    return None
  d = {}
    ___
    d[list_one[i]] = list_two[i]
  return d
  
dictionary = list_to_dict(list_one, list_two)
print(dictionary)"
"Create a function in Python that takes a given number, removes all its digits and returns an integer.",x = 356,"def removeDigits(x):
    str_x = str(x)
    without_digits = int("""".join([i for i in str_x if not i.isdigit()]))
    return without_digits

x = 356
print(removeDigits(x))",Function,6746,"def removeDigits(x):
    str_x = str(x)
    without_digits = int("""".join([i for i in str_x if not i.isdigit()]))
    return without_digits

x = 356
print(removeDigits(x))","    ___
    str_x = str(x)
    without_digits = int("""".join([i for i in str_x if not i.isdigit()]))
    return without_digits

x = 356
print(removeDigits(x))"
"Create a Python function clamp that takes a number, a lower bound and an upper bound and clamps the value between the two bounds.","number=12, lower=3, upper=15","def clamp(number, lower, upper):
    if number < lower:
        return lower
    elif number > upper:
        return upper
    else:
        return number",Function,6786,"def clamp(number, lower, upper):
    if number < lower:
        return lower
    elif number > upper:
        return upper
    else:
        return number","    ___
    ___
        return lower
    ___
        return upper
    else:
        return number"
Create a function in Python that takes in two dates and returns the number of days between them.,"today = ""2020/05/20""
tomorrow = ""2020/05/21""","def compute_days_between_dates(date1, date2):
    today_datetime = datetime.datetime.strptime(date1, '%Y/%m/%d')
    tomorrow_datetime = datetime.datetime.strptime(date2, '%Y/%m/%d')
    return (tomorrow_datetime-today_datetime).days

print(compute_days_between_dates(""2020/05/20"", ""2020/05/21""))",Function,6801,"def compute_days_between_dates(date1, date2):
    today_datetime = datetime.datetime.strptime(date1, '%Y/%m/%d')
    tomorrow_datetime = datetime.datetime.strptime(date2, '%Y/%m/%d')
    return (tomorrow_datetime-today_datetime).days

print(compute_days_between_dates(""2020/05/20"", ""2020/05/21""))","    ___
    today_datetime = datetime.datetime.strptime(date1, '%Y/%m/%d')
    tomorrow_datetime = datetime.datetime.strptime(date2, '%Y/%m/%d')
    return (tomorrow_datetime-today_datetime).days

print(compute_days_between_dates(""2020/05/20"", ""2020/05/21""))"
Create a function in Python that takes an integer and prints all its factors.,60,"def find_factors(num):
  factors = []
  for i in range(2, num):
    if (num % i == 0):
      factors.append(i)
  print(f""Factors of {num}: {factors}"")

find_factors(60)",Function,6811,"def find_factors(num):
  factors = []
  for i in range(2, num):
    if (num % i == 0):
      factors.append(i)
  print(f""Factors of {num}: {factors}"")

find_factors(60)","    ___
  factors = []
    ___
    ___
      factors.append(i)
  print(f""Factors of {num}: {factors}"")

find_factors(60)"
Create a function in Python to normalize a vector.,"vector = [1, 5, 2, 8, 9, 4]","def normalize(vector):
    norm = np.linalg.norm(vector)
    normalized = []
    for i in vector:
        normalized.append(i/norm)
    return normalized

vector = [1, 5, 2, 8, 9, 4]

normalized_vector = normalize(vector)
print(normalized_vector) # [0.10938925979875006, 0.5469462984987499, 0.21877851959750005, 0.8750559279949998, 1.0000000000000002, 0.43693269989949995]",Function,6814,"def normalize(vector):
    norm = np.linalg.norm(vector)
    normalized = []
    for i in vector:
        normalized.append(i/norm)
    return normalized

vector = [1, 5, 2, 8, 9, 4]

normalized_vector = normalize(vector)
print(normalized_vector) # [0.10938925979875006, 0.5469462984987499, 0.21877851959750005, 0.8750559279949998, 1.0000000000000002, 0.43693269989949995]","    ___
    norm = np.linalg.norm(vector)
    normalized = []
    ___
        normalized.append(i/norm)
    return normalized

vector = [1, 5, 2, 8, 9, 4]

normalized_vector = normalize(vector)
print(normalized_vector) # [0.10938925979875006, 0.5469462984987499, 0.21877851959750005, 0.8750559279949998, 1.0000000000000002, 0.43693269989949995]"
"Edit the existing Python code to forward declare a function called ""compute"" that takes two arguments, ""a"" and ""b"", and returns the result of ""a + b"".","def func1():
    result = compute(2,3)
    print(result)","def compute(a,b):
    return a + b

def func1():
    result = compute(2,3)
    print(result)",Function,6836,"def compute(a,b):
    return a + b

def func1():
    result = compute(2,3)
    print(result)","    ___
    return a + b

    ___
    result = compute(2,3)
    print(result)"
"Write a Python function to classify a given animal as a mammal, bird, reptile, or fish.",lion,"def classify_animal(animal): 
 if animal == ""lion"": 
  return ""mammal"" 
 elif animal == ""eagle"": 
  return ""bird"" 
 elif animal == ""crocodile"": 
  return ""reptile"" 
 elif animal == ""salmon"": 
  return ""fish"" 
 else: 
  return ""unknown""",Function,6838,"def classify_animal(animal): 
 if animal == ""lion"": 
  return ""mammal"" 
 elif animal == ""eagle"": 
  return ""bird"" 
 elif animal == ""crocodile"": 
  return ""reptile"" 
 elif animal == ""salmon"": 
  return ""fish"" 
 else: 
  return ""unknown""","    ___
    ___
  return ""mammal"" 
    ___
  return ""bird"" 
    ___
  return ""reptile"" 
    ___
  return ""fish"" 
 else: 
  return ""unknown"""
