Instruction,Input,Output,materi,question_id,Template,correct_answer
Write a Python program to create two separate lists containing the even and odd elements of the given list.,"[1, 2, 3, 4, 5, 6, 7, 8]","# Program to create two separate lists containing the even and odd elements of the given list 
given_list = [1, 2, 3, 4, 5, 6, 7, 8] 

even_list = [] 
odd_list = [] 

for element in given_list: 
    if element % 2 == 0 : 
        even_list.append(element) 
    else: 
        odd_list.append(element) 

print(even_list)
print(odd_list)",Data Structure,5646,"# Program to create two separate lists containing the even and odd elements of the given list ___ = [1, 2, 3, 4, 5, 6, 7, 8] 

even_list = [] 
odd_list = [] 

for element in given_list: 
    if element % 2 == 0 : 
        even_list.append(element) 
    else: 
        odd_list.append(element) 

print(even_list)
print(odd_list)",given_list
Optimize the following Python program to find the given number in a list.,"A list = [2, 4, 9, 8, 10]
Number = 8","def find_number(lst, num):
  for i, v in enumerate(lst):
    if v == num:
      return i
  
  return -1

list_of_numbers = [2, 4, 9, 8, 10]
number_to_find = 8

# Find the given number in the list
index = find_number(list_of_numbers, number_to_find)
if index != -1:
  print(f'Number {number_to_find} found at index {index}.')
else:
  print('Number not found.')",Data Structure,5681,"def find_number(lst, num):
  for i, v in enumerate(lst):
    if v == num:
      return i
  
  return -1

list_of_numbers = [2, 4, 9, 8, 10]
number_to_find = 8

# Find the given number in the list ___ = find_number(list_of_numbers, number_to_find)
if index != -1:
  print(f'Number {number_to_find} found at index {index}.')
else:
  print('Number not found.')",index
Write a function in Python to find the maximum two numbers in a list.,"List: [2, 4, 5, 9, 10, 11]","def max_two(list):
    #sort the list in ascending order
    list.sort()
    #return the last two elements
    return list[-2:]

#example
number_list = [2, 4, 5, 9, 10, 11]
result = max_two(number_list)

print(result)
# Output: [10, 11]",Data Structure,5682,"def max_two(list):
    #sort the list ___ ascending order
    list.sort()
    #return the last two elements
    return list[-2:]

#example
number_list = [2, 4, 5, 9, 10, 11]
result = max_two(number_list)

print(result)
# Output: [10, 11]",in
Create a program in Python to remove all the occurrences of an item from a list.,"List: [1, 2, 3, 4, 2, 5, 2]
Item to Remove: 2","def removeItem(list, item):
    # loop through the list
    for i in list:
        # check if the element is the item to remove
        if i == item:
            # remove the item
            list.remove(i)
    # return the list
    return list

#example
list = [1, 2, 3, 4, 2, 5, 2]
result = removeItem(list, 2)

print(result)
# Output: [1, 3, 4, 5]",Data Structure,5702,"def removeItem(list, item):
    # loop through the list ___ i in list:
        # check if the element is the item to remove
        if i == item:
            # remove the item
            list.remove(i)
    # return the list
    return list

#example
list = [1, 2, 3, 4, 2, 5, 2]
result = removeItem(list, 2)

print(result)
# Output: [1, 3, 4, 5]",for
Develop a Python program to calculate the sum of all the elements in a given 2D array.,"[[1, 2],
 [3, 4],
 [5, 6]]","def sum_2d_array(array):
  # Initialize sum
  _sum = 0
  # Iterate over array and add each element
  for row in array:
    for element in row:
      _sum += element
  # Return sum
  return _sum

arr = [[1, 2], [3, 4], [5, 6]]
print(sum_2d_array(arr))",Data Structure,5707,"def sum_2d_array(array):
  # Initialize sum
  _sum = 0
  # Iterate over array ___ add each element
  for row in array:
    for element in row:
      _sum += element
  # Return sum
  return _sum

arr = [[1, 2], [3, 4], [5, 6]]
print(sum_2d_array(arr))",and
Create a class in Python that implements the count() method to count the number of elements in a given array.,"[1, 2, 3, 4]","class ArrayCounter:
 def __init__(self, array):
 self.array = array
 
 def count(self):
 return len(self.array)

arr_counter = ArrayCounter([1, 2, 3, 4])
print(arr_counter.count())",Data Structure,5743,"class ArrayCounter:
 def __init__(self, array):
 self.array = array ___ count(self):
 return len(self.array)

arr_counter = ArrayCounter([1, 2, 3, 4])
print(arr_counter.count())",def
Write a Python program to fliter a list of strings and return a new list containing only the strings containing the letter 'a'.,"['ant', 'bar', 'cat', 'dog', 'eel']","list_strings = ['ant', 'bar', 'cat', 'dog', 'eel']

# using list comprehension
filtered_list = [x for x in list_strings if 'a' in x]
 
print(filtered_list)
# output: ['ant', 'bar', 'cat']",Data Structure,5744,"list_strings = ['ant', 'bar', 'cat', 'dog', 'eel']

# using list ___
filtered_list = [x for x in list_strings if 'a' in x]
 
print(filtered_list)
# output: ['ant', 'bar', 'cat']",comprehension
Create a Python program to filter a list of words and keep only those words that are longer than 8 characters.,"['hello', 'world', 'this', 'is', 'a', 'test', 'foobar']","# Filter list 
words = ['hello', 'world', 'this', 'is', 'a', 'test', 'foobar']

# Keep only words longer than 8 characters
filtered_words = [word for word in words if len(word) > 8]

print(filtered_words)
# Output: ['foobar']",Data Structure,5754,"# Filter list ___ = ['hello', 'world', 'this', 'is', 'a', 'test', 'foobar']

# Keep only words longer than 8 characters
filtered_words = [word for word in words if len(word) > 8]

print(filtered_words)
# Output: ['foobar']",words
Create a Python program that will take an array of integers as input and output a reversed version of the array.,"[1,2,3,4,5]","def reverseArray(arr): 
    return arr[::-1] 
  
arr = [1,2,3,4,5] 
reverseArr = reverseArray(arr) 
  
print(""Reversed array is"", reverseArr)",Data Structure,5817,"def reverseArray(arr): 
    return arr[::-1] 
  
arr = [1,2,3,4,5] 
reverseArr = reverseArray(arr) 
  
print(""Reversed array ___"", reverseArr)",is
Generate code for a function in Python for finding the sum of a given list of numbers.,"[4, 7, 6, 2]","def add_numbers(numbers):
    """"""
    Find the sum of a given list of numbers.
    Args:
        numbers: a list of numbers.
    Returns:
        The sum of the numbers.
    """"""
    sum = 0

    # Iterate over numbers
    for num in numbers:
        # Add number to total
        sum += num

    return sum

total = add_numbers([4, 7, 6, 2])

print(total)",Data Structure,5831,"def add_numbers(numbers):
    """"""
    Find the sum of a given list ___ numbers.
    Args:
        numbers: a list of numbers.
    Returns:
        The sum of the numbers.
    """"""
    sum = 0

    # Iterate over numbers
    for num in numbers:
        # Add number to total
        sum += num

    return sum

total = add_numbers([4, 7, 6, 2])

print(total)",of
Create a Python program to generate a 2D array of a defined size and fill it with random numbers.,Size of the array: 10x10,"import random

# define the size of the array
x, y = 10, 10

# create an empty array of the given size
arr = [[0 for j in range(x)] for i in range(y)]

# fill the array with random numbers
for i in range(x):
 for j in range(y):
 arr[i][j] = random.randint(0, 9)

# print the array
for i in range(x):
 print(arr[i])",Data Structure,5870,"import random

# define the size of the array ___, y = 10, 10

# create an empty array of the given size
arr = [[0 for j in range(x)] for i in range(y)]

# fill the array with random numbers
for i in range(x):
 for j in range(y):
 arr[i][j] = random.randint(0, 9)

# print the array
for i in range(x):
 print(arr[i])",x
Edit the following Python program to find the maximum number in a given list of numbers.,"numbers = [25, 12, 15, 32, 7]","numbers = [25, 12, 15, 32, 7]

# initialize maximum number
max = numbers[0]

# loop through list
for num in numbers:
    # compare each number to find the max
    if num > max:
        max = num

# print maximum number
print(max)",Data Structure,5881,"numbers = [25, 12, 15, 32, 7]

# initialize maximum number
max = numbers[0]

# loop through list ___ num in numbers:
    # compare each number to find the max
    if num > max:
        max = num

# print maximum number
print(max)",for
Write an algorithm in Python to find the average value in an array of integers.,"[4, 10, 6, 8]","def avg(arr): 
  
    # calculating length of array 
    n = len(arr) 
    total_sum = 0

    for i in range(0, n): 
        total_sum += arr[i] 
  
    return total_sum / n 

# Driver code 
arr = [4, 10, 6, 8] 
assert avg(arr) == 7.0",Data Structure,5901,"def avg(arr): 
  
    # calculating length of array ___ = len(arr) 
    total_sum = 0

    for i in range(0, n): 
        total_sum += arr[i] 
  
    return total_sum / n 

# Driver code 
arr = [4, 10, 6, 8] 
assert avg(arr) == 7.0",n
"Using the list and additional libraries, write a python program to calculate the sum of all elements in the list.","list = [2, 3, 5, 8, 9]","#Importing the libraries
import numpy as np

#Defining the list
list = [2, 3, 5, 8, 9]

#Calculating the sum
sum = np.sum(list)

#Printing the result
print(sum)",Data Structure,5968,"#Importing the libraries
import numpy as np

#Defining the list ___ = [2, 3, 5, 8, 9]

#Calculating the sum
sum = np.sum(list)

#Printing the result
print(sum)",list
Compose Python code to remove all elements from a list by value.,"mylist = [1,2,3,4,2]","def remove_by_val(mylist, val):
     return [i for i in mylist if i != val]

mylist = [1,2,3,4,2]
result = remove_by_val(mylist, 2)
print(""Updated list after removing elements are: "", result)",Data Structure,6018,"def remove_by_val(mylist, val):
     return [i for i in mylist if i != val]

mylist = [1,2,3,4,2]
result = remove_by_val(mylist, 2)
print(""Updated list ___ removing elements are: "", result)",after
Edit the following Python program to accept a list of numbers as input and find the second largest number from the list.,"[12, 23, 45, 22, 50]","# Find the second largest number from a given list

numbers = [12, 23, 45, 22, 50]

# Sort the list in ascending order
numbers.sort()

# Get the second largest number
second_largest_num = numbers[-2]

print('The second largest number in the list is:', second_largest_num)",Data Structure,6034,"# Find the second largest number from a given list ___ = [12, 23, 45, 22, 50]

# Sort the list in ascending order
numbers.sort()

# Get the second largest number
second_largest_num = numbers[-2]

print('The second largest number in the list is:', second_largest_num)",numbers
"Given a list of integers, write a program in Python to determine which is the maximum number.","[19,7,32,1,8,27]","# take a list 
list = [19,7,32,1,8,27] 
  
# initializinf max_val to INT_MIN so that 
# any int number would be greater that it 
max_val = float(""-inf"") 
  
# traversing through the list 
for item in list: 
    if item > max_val: 
        max_val = item 
  
# printing the maximum value 
print(""The maximum value of the list is:"", max_val)",Data Structure,6050,"# take a list ___ = [19,7,32,1,8,27] 
  
# initializinf max_val to INT_MIN so that 
# any int number would be greater that it 
max_val = float(""-inf"") 
  
# traversing through the list 
for item in list: 
    if item > max_val: 
        max_val = item 
  
# printing the maximum value 
print(""The maximum value of the list is:"", max_val)",list
"Given the following array of numbers, write a Python program to find the maximum element.","numbers = [1, 43, 78, 3, 92, 42]","#import max from the built-in library
from max import max

#initialize array of numbers
numbers = [1, 43, 78, 3, 92, 42]

#find maximum element
print(max(numbers))

#output
92",Data Structure,6087,"#import max from the built-in library
from max import max

#initialize array ___ numbers
numbers = [1, 43, 78, 3, 92, 42]

#find maximum element
print(max(numbers))

#output
92",of
Create a Python script that normalizes a given list of strings.,"Input List: ['Red', 'red', 'WhITE', 'white', 'bLUE', 'blue']","""""""
Normalize a given list of strings
""""""

def normalize(lst):
    output = []
    for item in lst:
        output.append(item.lower())
    return output
    
if __name__ == '__main__':
    input_list = ['Red', 'red', 'WhITE', 'white', 'bLUE', 'blue']
    print(normalize(input_list))",Data Structure,6111,"""""""
Normalize a given list ___ strings
""""""

def normalize(lst):
    output = []
    for item in lst:
        output.append(item.lower())
    return output
    
if __name__ == '__main__':
    input_list = ['Red', 'red', 'WhITE', 'white', 'bLUE', 'blue']
    print(normalize(input_list))",of
Design a Python program to remove a specified element from a list.,"4, [1, 2, 3, 4, 5]","def remove_element(list, element):
  return [ el for el in list if el != element]
	 
list = [1, 2, 3, 4, 5]
	
list = remove_element(list, 4)
	
print(list)",Data Structure,6167,"def remove_element(list, element):
  return [ el for el in list ___ el != element]
	 
list = [1, 2, 3, 4, 5]
	
list = remove_element(list, 4)
	
print(list)",if
Create a program in Python that outputs the kth smallest element in a given list of numbers.,"list = [15, 28, 12, 7, 9]
k = 4","list = [15, 28, 12, 7, 9] # List of numbers
k = 4 # kth smallest element

sorted_list = sorted(list) # sorting the list of numbers

print(""The {}th smallest element is {}"".format(k, sorted_list[k-1])) # print the kth smallest element in the sorted_list using the index (k-1)",Data Structure,6181,"list = [15, 28, 12, 7, 9] # List of numbers
k = 4 # kth smallest element

sorted_list = sorted(list) # sorting the list ___ numbers

print(""The {}th smallest element is {}"".format(k, sorted_list[k-1])) # print the kth smallest element in the sorted_list using the index (k-1)",of
Create a Python script to remove specific items from a given list of strings.,"strings = [""apple"", ""orange"", ""banana"", ""grape""]
words_to_remove = [""apple"", ""grape""]","strings = [""apple"", ""orange"", ""banana"", ""grape""]
words_to_remove = [""apple"", ""grape""]

# Using list comprehension
filtered_list = [word for word in strings if word not in words_to_remove] 

# Output
print(filtered_list)

# Output
['orange', 'banana']",Data Structure,6223,"strings = [""apple"", ""orange"", ""banana"", ""grape""]
words_to_remove = [""apple"", ""grape""]

# Using list ___
filtered_list = [word for word in strings if word not in words_to_remove] 

# Output
print(filtered_list)

# Output
['orange', 'banana']",comprehension
Design a python program that reads a list of numbers and prints the number of even numbers,"[1, 2, 3, 4, 5, 6, 7, 8]","# Get list of numbers
numbers = [1, 2, 3, 4, 5, 6, 7, 8]

# Initialize a count
count = 0

# Iterate through the list of numbers and count the even numbers
for num in numbers:
    if num % 2 == 0:
        count += 1

# Print the result
print(f""The number of even numbers is: {count}"")",Data Structure,6228,"# Get list ___ numbers
numbers = [1, 2, 3, 4, 5, 6, 7, 8]

# Initialize a count
count = 0

# Iterate through the list of numbers and count the even numbers
for num in numbers:
    if num % 2 == 0:
        count += 1

# Print the result
print(f""The number of even numbers is: {count}"")",of
Generate a Python script to generate all combinations of a list.,"[1, 2, 3]","import itertools

def combinations(list):
 comb = itertools.combinations(list, 2)
 return [list(x) for x in set(comb)]

list = [1, 2, 3]

result = combinations(list)

print(f'The list of combinations is {result}')",Data Structure,6246,"import itertools

def combinations(list):
 comb = itertools.combinations(list, 2)
 return [list(x) for x in set(comb)]

list = [1, 2, 3]

result = combinations(list)

print(f'The list ___ combinations is {result}')",of
Construct an algorithm in Python for calculating the median of a given list of numbers.,"[2, 4, 3, 5, 7]","def calculateMedian(numbers):
    n = len(numbers)
    if n % 2 == 0:
        num1 = numbers[n//2]
        num2 = numbers[n//2 - 1]
        median = (num1 + num2)/2
    else: 
        median = numbers[n//2]
    return median
        
numbers = [2, 4, 3, 5, 7]
median = calculateMedian(numbers)
print(""Median of list is:"", median)",Data Structure,6255,"def calculateMedian(numbers):
    n = len(numbers)
    if n % 2 == 0:
        num1 = numbers[n//2]
        num2 = numbers[n//2 - 1]
        median = (num1 + num2)/2
    else: 
        median = numbers[n//2]
    return median
        
numbers = [2, 4, 3, 5, 7]
median = calculateMedian(numbers)
print(""Median of list ___:"", median)",is
Create a python function that takes a list of integers as input and returns the list with the numbers sorted in descending order.,"[5, 4, 3, 2, 1]","def sortList(nums): 
 
    # sort the list in descending order 
    nums.sort(reverse = True) 
   
    # return the sorted list 
    return nums 
   
# driver code 
list = [5, 4, 3, 2, 1] 
print(sortList(list))",Data Structure,6302,"def sortList(nums): 
 
    # sort the list ___ descending order 
    nums.sort(reverse = True) 
   
    # return the sorted list 
    return nums 
   
# driver code 
list = [5, 4, 3, 2, 1] 
print(sortList(list))",in
Design a program in Python that takes a list of numbers as input and returns the average.,"Input list: [1,2,3,4,5,6,7]","# Function to return average
def average(lst):
    
    # Calculate sum of list
    sum_num = 0
    for x in lst:
        sum_num += x
        
    # Return average 
    return sum_num / len(lst)

# Sample List
lst = [1, 2, 3, 4, 5, 6, 7]

# Calling average function
print(average(lst))",Data Structure,6305,"# Function to return average
def average(lst):
    
    # Calculate sum of list ___ = 0
    for x in lst:
        sum_num += x
        
    # Return average 
    return sum_num / len(lst)

# Sample List
lst = [1, 2, 3, 4, 5, 6, 7]

# Calling average function
print(average(lst))",sum_num
Write a Python program to pad a 3D array along its first two axes.,"arr = [[[1, 2, 3], [4, 5, 6]],
       [[7, 8, 9], [10, 11, 12]]]","import numpy as np

arr = np.array([[[1, 2, 3], [4, 5, 6]],
                [[7, 8, 9], [10, 11, 12]]])

# Pad the array with 0s along its first two axes

arr_pad = np.pad(arr, ((1, 1), (1, 1), (0, 0)), 'constant', constant_values=0)",Data Structure,6368,"import numpy as np

arr = np.array([[[1, 2, 3], [4, 5, 6]],
                [[7, 8, 9], [10, 11, 12]]])

# Pad the array ___ 0s along its first two axes

arr_pad = np.pad(arr, ((1, 1), (1, 1), (0, 0)), 'constant', constant_values=0)",with
Create a class in Python that takes an array as an argument and reverses the elements.,"[1, 2, 3, 4]","class ReverseArray:
 def __init__(self, array):
 self.array = array
 
 def reverse(self):
 self.array.reverse()
 
 # To test with given input
 array = [1, 2, 3, 4]
 rev_array = ReverseArray(array)
 rev_array.reverse()
 print(array) # Output: [4, 3, 2, 1]",Data Structure,6395,"class ReverseArray:
 def __init__(self, array):
 self.array = array ___ reverse(self):
 self.array.reverse()
 
 # To test with given input
 array = [1, 2, 3, 4]
 rev_array = ReverseArray(array)
 rev_array.reverse()
 print(array) # Output: [4, 3, 2, 1]",def
Develop an algorithm in Python for clustering a set of data points.,"Input Data (x, y, z): [(1, 2, 3), (4, 5, 6), (7, 8, 9)]","from sklearn.cluster import KMeans
import numpy as np

# Create array of the data points
data_points = np.array([[1, 2, 3], [4, 5, 6], [7, 8, 9]])

# Calculate clusters
kmeans = KMeans(n_clusters=3).fit(data_points)

# Get labels for each point
labels = kmeans.predict(data_points)

# Print clusters
print(labels) # Output: [0, 1, 2]",Data Structure,6396,"from sklearn.cluster import KMeans
import numpy as np

# Create array ___ the data points
data_points = np.array([[1, 2, 3], [4, 5, 6], [7, 8, 9]])

# Calculate clusters
kmeans = KMeans(n_clusters=3).fit(data_points)

# Get labels for each point
labels = kmeans.predict(data_points)

# Print clusters
print(labels) # Output: [0, 1, 2]",of
Develop a python code to find out the frequent items from a given list.,"list1 = [1,2,3,4,5,6,7,2,2,2,2,8,8,8,8,9,9,9]","from collections import Counter
list1 = [1,2,3,4,5,6,7,2,2,2,2,8,8,8,8,9,9,9]

# Most common items in the list
data = Counter(list1) 
  
# Printing most common items 
print(data.most_common()) # Output: [(2, 4), (8, 4), (9, 3), (1, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1)]",Data Structure,6410,"from collections import Counter
list1 = [1,2,3,4,5,6,7,2,2,2,2,8,8,8,8,9,9,9]

# Most common items in the list ___ = Counter(list1) 
  
# Printing most common items 
print(data.most_common()) # Output: [(2, 4), (8, 4), (9, 3), (1, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1)]",data
Generate a python program that creates a new list by appending an element to the last of an existing list.,"[1, 2, 3]","def appendElementToList(list, element):
     list.append(element)
     return list

list = [1, 2, 3]
element = 4
print(appendElementToList(list, element))",Data Structure,6415,"def appendElementToList(list, element):
     list.append(element)
     return list ___ = [1, 2, 3]
element = 4
print(appendElementToList(list, element))",list
Create a function in Python to filter a list of numbers by a given criteria.,"[2, 3, 4, 5, 6, 7], criteria: divisible by 3","# Filter a list with a given criteria
def filter_list(input_list, criteria):
    filtered_list = []
    for num in input_list:
        if num % criteria == 0:
            filtered_list.append(num)
    return filtered_list

result = filter_list([2, 3, 4, 5, 6, 7], 3)
print(result)",Data Structure,6470,"# Filter a list ___ a given criteria
def filter_list(input_list, criteria):
    filtered_list = []
    for num in input_list:
        if num % criteria == 0:
            filtered_list.append(num)
    return filtered_list

result = filter_list([2, 3, 4, 5, 6, 7], 3)
print(result)",with
Create a program that sorts a list of strings in alphabetical order.,"['python', 'javascript', 'java', 'go']","""""""
Create a program that sorts a list of strings in alphabetical order.
""""""

def sort_list(lst):
    """"""
    This function sorts a list of strings in alphabetical order.
    """"""
    lst.sort()
    return lst
 
if __name__ == '__main__':
    lst = ['python', 'javascript', 'java', 'go']
    print(sort_list(lst))",Data Structure,6516,"""""""
Create a program that sorts a list ___ strings in alphabetical order.
""""""

def sort_list(lst):
    """"""
    This function sorts a list of strings in alphabetical order.
    """"""
    lst.sort()
    return lst
 
if __name__ == '__main__':
    lst = ['python', 'javascript', 'java', 'go']
    print(sort_list(lst))",of
"In Python, create a function that takes a list of strings and capitalizes the first letter of each word.","['hello', 'world']","def capitalize_each_word(string_list):
  """"""Capitalizes the first letter of each word in a list of strings.""""""
  capitalized_strings = []
  for s in string_list:
    capitalized_strings.append(s.title())

  return capitalized_strings

if __name__ == ""__main__"":
  string_list = ['hello', 'world']
  print(capitalize_each_word(string_list))",Data Structure,6522,"def capitalize_each_word(string_list):
  """"""Capitalizes the first letter of each word in a list ___ strings.""""""
  capitalized_strings = []
  for s in string_list:
    capitalized_strings.append(s.title())

  return capitalized_strings

if __name__ == ""__main__"":
  string_list = ['hello', 'world']
  print(capitalize_each_word(string_list))",of
Optimize a code snippet in Python that sorts the given array.,"arr = [5, 4, 3, 2, 1]","# optimized code snippet to sort the given array
arr = [5, 4, 3, 2, 1]
arr.sort()
print(arr)
# arr is now sorted in ascending order as [1, 2, 3, 4, 5]",Data Structure,6579,"# optimized code snippet to sort the given array ___ = [5, 4, 3, 2, 1]
arr.sort()
print(arr)
# arr is now sorted in ascending order as [1, 2, 3, 4, 5]",arr
Implement a sorting algorithm in Python to sort a given list of numbers in ascending order.,"[3, 7, 1, 4, 9, 5]","def sort(list):
  for i in range(len(list)):
    min_idx = i
    for j in range(i+1, len(list)):
      if list[min_idx] > list[j]:
        min_idx = j
  list[i], list[min_idx] = list[min_idx], list[i]

  return list

list = [3,7,1,4,9,5]
sorted_list = sort(list)

print(sorted_list)",Data Structure,6616,"def sort(list):
  for i in range(len(list)):
    min_idx = i
    for j in range(i+1, len(list)):
      if list[min_idx] > list[j]:
        min_idx = j
  list[i], list[min_idx] = list[min_idx], list[i]

  return list ___ = [3,7,1,4,9,5]
sorted_list = sort(list)

print(sorted_list)",list
Generate an optimized Python data structure for sorting a large list of numbers.,"[32, 66, 1, 4, 88, 29]","def optimized_sort(numbers):
    # Create a heap
    heap = []

    # Insert each element into the heap
    for num in numbers:
        heapq.heappush(heap, num)

    # Pop elements from the heap and append to result list
    sorted_nums = []
    while heap:
        sorted_nums.append(heapq.heappop(heap))

    return sorted_nums",Data Structure,6770,"def optimized_sort(numbers):
    # Create a heap
    heap = []

    # Insert each element into the heap
    for num in numbers:
        heapq.heappush(heap, num)

    # Pop elements from the heap and append ___ result list
    sorted_nums = []
    while heap:
        sorted_nums.append(heapq.heappop(heap))

    return sorted_nums",to
Write a Python program to take a list of numbers and reverse the order of the elements in the list in place.,"[1, 2, 3, 4, 5]","def reverse_list(numbers):
 # get the length of the list
 n = len(numbers)

 # loop through the list
 for i in range(n // 2):
 # swap the elements
 numbers[i], numbers[n - i - 1] = numbers[n - i - 1], numbers[i]

numbers = [1, 2, 3, 4, 5]
reverse_list(numbers)
print(numbers) # [5, 4, 3, 2, 1]",Data Structure,6777,"def reverse_list(numbers):
 # get the length of the list ___ = len(numbers)

 # loop through the list
 for i in range(n // 2):
 # swap the elements
 numbers[i], numbers[n - i - 1] = numbers[n - i - 1], numbers[i]

numbers = [1, 2, 3, 4, 5]
reverse_list(numbers)
print(numbers) # [5, 4, 3, 2, 1]",n
Create a Python program to list all the integers between a given range input.,"Start: 3
End:10","def list_integers(start, end):
    integers_list=[]
    while (start <= end):
        integers_list.append(start)
        start = start + 1
    return integers_list
  
print(""The list of integers in the given range is:"")
result = list_integers(3,10)
print(result)",Data Structure,6785,"def list_integers(start, end):
    integers_list=[]
    while (start <= end):
        integers_list.append(start)
        start = start + 1
    return integers_list
  
print(""The list ___ integers in the given range is:"")
result = list_integers(3,10)
print(result)",of
Create a unique list of items from a given list in Python.,"given_list = [2, 2, 4, 5, 5, 6, 8, 8]","# Unique list
unq_list = list(set(given_list))

#Print unique list
print(unq_list)",Data Structure,6798,"# Unique list ___ = list(set(given_list))

#Print unique list
print(unq_list)",unq_list
"Write a python program to generate a random password given a set of letters, numbers, and characters.",No input,"import random 
  
  
# All the possible characters 
# that could go into the password 
string = ""abcdefghijklmnopqrstuvwxyz01234567890ABCDEFGHIJKLMNOPQRSTUVWXYZ!@#$%^&*()?""
  
# Using the choice function of the 
# random module choose any 
# character randomly from the set of characters 
password =  """".join(random.sample(string, 8)) 
print(password)",Data Structure,6844,"import random 
  
  
# All the possible characters 
# that could go into the password 
string = ""abcdefghijklmnopqrstuvwxyz01234567890ABCDEFGHIJKLMNOPQRSTUVWXYZ!@#$%^&*()?""
  
# Using the choice function of the 
# random module choose any 
# character randomly from the set ___ characters 
password =  """".join(random.sample(string, 8)) 
print(password)",of
Incorporate AI into an existing Python program to sort a list of integers.,"list=[4,3,7,8,2,1,6]","def AI_sort(list):
  sorted_list = sorted(list) 
  return sorted_list

list = [4,3,7,8,2,1,6]
print(""Sorted list is :"", AI_sort(list))",Data Structure,6859,"def AI_sort(list):
  sorted_list = sorted(list) 
  return sorted_list

list = [4,3,7,8,2,1,6]
print(""Sorted list ___ :"", AI_sort(list))",is
"Generate a Python function that takes in a list of numbers, and creates a new list with each number doubled.","[1, 2, 3, 4]","def double_numbers(numbers):
    # use list comprehesion to double each number
    doubled_numbers = [num * 2 for num in numbers]
    return doubled_numbers

numbers = [1, 2, 3, 4]
doubled_numbers = double_numbers(numbers)
print(doubled_numbers) # [2, 4, 6, 8]",Data Structure,6872,"def double_numbers(numbers):
    # use list ___ to double each number
    doubled_numbers = [num * 2 for num in numbers]
    return doubled_numbers

numbers = [1, 2, 3, 4]
doubled_numbers = double_numbers(numbers)
print(doubled_numbers) # [2, 4, 6, 8]",comprehesion
Create a Python Program to sort a list of strings according to the length of their elements.,"list = [""apple"", ""cat"", ""banana"", ""dog""]","def ascending_sort(list):
    list.sort(key=len)
    return list

list = [""apple"", ""cat"", ""banana"", ""dog""]
result = ascending_sort(list)
print(result)",Data Structure,6880,"def ascending_sort(list):
    list.sort(key=len)
    return list ___ = [""apple"", ""cat"", ""banana"", ""dog""]
result = ascending_sort(list)
print(result)",list
Write a script in Python to get the largest and smallest number from a given list.,"[9, 10, -12, 0, 5]","# Solution
# First, let's define our list of numbers
my_list = [9, 10, -12, 0, 5]

# Now, let's get the largest and the smallest numbers
max_val = max(my_list)
min_val = min(my_list)

# Finally, we can print out the results
print(""Largest number:"", max_val)
print(""Smallest number:"", min_val)",Data Structure,6907,"# Solution
# First, let's define our list ___ numbers
my_list = [9, 10, -12, 0, 5]

# Now, let's get the largest and the smallest numbers
max_val = max(my_list)
min_val = min(my_list)

# Finally, we can print out the results
print(""Largest number:"", max_val)
print(""Smallest number:"", min_val)",of
Create a python program to calculate the average of the numbers in a list (not including null values).,"An example list of integers: [30, 28, 40, 10, 0, null, 33, null]","# Calculate the average
def avg(lst): 
    sum = 0
    count = 0
    for num in lst:
        if num is not None:
            sum += num
            count += 1
    return sum / count

# Create list of numbers
lst = [30, 28, 40, 10, 0, None, 33, None]

# Print average
print(avg(lst))

# Output: 25.5",Data Structure,6909,"# Calculate the average
def avg(lst): 
    sum = 0
    count = 0
    for num in lst:
        if num is not None:
            sum += num
            count += 1
    return sum / count

# Create list ___ numbers
lst = [30, 28, 40, 10, 0, None, 33, None]

# Print average
print(avg(lst))

# Output: 25.5",of
Write a Python script to find the second highest number in a list of numbers.,"[12, 2, 6, 8, 19, 15]","list_nums = [12, 2, 6, 8, 19, 15] 
  
# sorting the list in ascending order
list_nums.sort() 
  
# printing the second last element 
print(""Second highest number is:"", list_nums[-2])",Data Structure,6923,"list_nums = [12, 2, 6, 8, 19, 15] 
  
# sorting the list ___ ascending order
list_nums.sort() 
  
# printing the second last element 
print(""Second highest number is:"", list_nums[-2])",in
Write a function in Python to remove duplicates from a list.,"[2, 2, 3, 4, 5, 5]","def remove_duplicates(nums):
    # create a set to remove duplicates
    unique_list = set(nums)
    # convert the set back to a list
    nums = list(unique_list)
    return nums

input_list = [2, 2, 3, 4, 5, 5]
result = remove_duplicates(input_list)
print(result)",Data Structure,6951,"def remove_duplicates(nums):
    # create a set ___ remove duplicates
    unique_list = set(nums)
    # convert the set back to a list
    nums = list(unique_list)
    return nums

input_list = [2, 2, 3, 4, 5, 5]
result = remove_duplicates(input_list)
print(result)",to
